id,users_id,student_id,department,school_year,semester,branch,year_level,program,classified_as,last_school_attended,last_school_address,status,created_at,updated_at,deleted_at
,4211,C00-1196,College,2023-2024,1st,Main,4th year,BSENTREP,old student,,,enrolled,33:39.7,33:39.7,
,4212,C00-1197,College,2022-2023,1st,Main,1st year,BSENTREP,new student,NOS Liberty Holdings Inc.,"45th Floor Granada Building 5, 6886 90th Road, Pasay, 0967 Metro Manila",enrolled,33:39.7,33:39.7,
,4213,C00-1197,College,2022-2023,2nd,Main,1st year,BSENTREP,old student,,,transferred,33:39.7,33:39.7,
,4214,C00-1197,College,2023-2024,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:39.7,33:39.7,
,4215,C00-1197,College,2023-2024,2nd,Main,2nd year,BSENTREP,old student,,,onhold,33:39.7,33:39.7,
,4216,C00-1197,College,2024-2025,1st,Main,3rd year,BSENTREP,old student,,,cancelled,33:39.7,33:39.7,
,4217,C00-1198,College,2020-2021,1st,Main,1st year,BSTM,new student,YFGA Gold Liberty Technologies Corporation,"Unit 907 Davis Residences 7, 5965 Hamilton Street, Bambang, 7573 South Cotabato",enrolled,33:39.7,33:39.7,
,4218,C00-1198,College,2020-2021,2nd,Main,1st year,BSTM,old student,,,enrolled,33:39.7,33:39.7,
,4219,C00-1198,College,2021-2022,1st,Main,2nd year,BSTM,old student,,,completed,33:39.7,33:39.7,
,4220,C00-1198,College,2021-2022,2nd,Main,2nd year,BSTM,old student,,,enrolled,33:39.7,33:39.7,
,4221,C00-1198,College,2022-2023,1st,Main,3rd year,BSTM,old student,,,completed,33:39.7,33:39.7,
,4222,C00-1198,College,2022-2023,2nd,Main,3rd year,BSTM,old student,,,completed,33:39.7,33:39.7,
,4223,C00-1198,College,2023-2024,1st,Main,4th year,BSTM,old student,,,approved,33:39.7,33:39.7,
,4224,C00-1199,SHS,2020-2021,1st,Main,grade 11,ABM,new student,Cooper World Resources Limited,"Block 24 Lot 29 Pao Homes Phase 1, Duhat Drive, Marogong, 2520 Kalinga",failed,33:39.7,33:39.7,
,4225,C00-1200,SHS,2022-2023,1st,Main,grade 11,HE,new student,Eastern Liberty Union Trust Corporation,"8191 Alexander Road, Talaingod, 1962 Aurora",completed,33:39.7,33:39.7,
,4226,C00-1200,SHS,2022-2023,2nd,Main,grade 11,HE,old student,,,cancelled,33:39.7,33:39.7,
,4227,C00-1201,College,2020-2021,1st,Main,1st year,BTVTED,new student,Philippine Bank Inc.,"Block 06 Lot 62 Sagittarius Grove Phase 7, Anubing Road, Ipil, 6703 Biliran",completed,33:39.7,33:39.7,
,4228,C00-1201,College,2020-2021,2nd,Main,1st year,BTVTED,old student,,,onhold,33:39.7,33:39.7,
,4229,C00-1201,College,2021-2022,1st,Main,2nd year,BTVTED,old student,,,enrolled,33:39.7,33:39.7,
,4230,C00-1201,College,2021-2022,2nd,Main,2nd year,BTVTED,old student,,,onhold,33:39.7,33:39.7,
,4231,C00-1201,College,2022-2023,1st,Main,3rd year,BTVTED,old student,,,transferred,33:39.7,33:39.7,
,4232,C00-1201,College,2022-2023,2nd,Main,3rd year,BTVTED,old student,,,enrolled,33:39.7,33:39.7,
,4233,C00-1201,College,2023-2024,1st,Main,4th year,BTVTED,old student,,,enrolled,33:39.7,33:39.7,
,4234,C00-1202,College,2020-2021,1st,Main,1st year,ACT,new student,ZPSO Star Ventures Inc.,"3880 92nd Road, Keith Cove Phase 4, Bayugan, 5099 Eastern Samar",enrolled,33:39.7,33:39.7,
,4235,C00-1202,College,2020-2021,2nd,Main,1st year,ACT,old student,,,enrolled,33:39.7,33:39.7,
,4236,C00-1202,College,2021-2022,1st,Main,2nd year,ACT,old student,,,completed,33:39.7,33:39.7,
,4237,C00-1203,SHS,2021-2022,1st,Main,grade 11,HUMSS,new student,UAS World King Holdings Limited,"9868-H Narra Avenue, Norzagaray, 2102 Zambales",failed,33:39.7,33:39.7,
,4238,C00-1204,SHS,2020-2021,1st,Uno,grade 11,ABM,new student,AYD Finance Inc.,"Room 933 Venus Building 6, 1057 Citrine Road, Dilasag, 8725 Cotabato",enrolled,33:39.7,33:39.7,
,4239,C00-1204,SHS,2020-2021,2nd,Uno,grade 11,ABM,old student,,,enrolled,33:39.7,33:39.7,
,4240,C00-1204,SHS,2021-2022,1st,Main,grade 12,ABM,old student,,,dismissed,33:39.7,33:39.7,
,4241,C00-1205,SHS,2020-2021,1st,Uno,grade 11,ICT,new student,Pacific Century Gold Development Corporation,"Block 09 Lot 84 Duhat Grove 9, Caraballo Street, Libacao, 4846 Quezon",cancelled,33:39.7,33:39.7,
,4242,C00-1206,SHS,2020-2021,1st,Main,grade 11,HUMSS,new student,Prime City Silver Banking Corporation,"Block 03 Lot 31 Nipa Road, Apo Homes, Tagkawayan, 4784 Quezon",enrolled,33:39.7,33:39.7,
,4243,C00-1206,SHS,2020-2021,2nd,Main,grade 11,HUMSS,old student,,,cancelled,33:39.7,33:39.7,
,4244,C00-1207,College,2020-2021,1st,Main,1st year,BSCS,new student,Quad Union Century Hotel Corporation,"Block 08 Lot 18 Walton Cove, Lapis Lazuli Street, Laur, 4844 Marinduque",enrolled,33:39.7,33:39.7,
,4245,C00-1207,College,2020-2021,2nd,Main,1st year,BSCS,old student,,,enrolled,33:39.7,33:39.7,
,4246,C00-1207,College,2021-2022,1st,Main,2nd year,BSCS,old student,,,transferred,33:39.7,33:39.7,
,4247,C00-1207,College,2021-2022,2nd,Main,2nd year,BSCS,old student,,,enrolled,33:39.7,33:39.7,
,4248,C00-1207,College,2022-2023,1st,Main,3rd year,BSCS,old student,,,onhold,33:39.7,33:39.7,
,4249,C00-1207,College,2022-2023,2nd,Main,3rd year,BSCS,old student,,,enrolled,33:39.7,33:39.7,
,4250,C00-1207,College,2023-2024,1st,Main,4th year,BSCS,old student,,,enrolled,33:39.7,33:39.7,
,4251,C00-1208,College,2019-2020,1st,Main,1st year,ACT,new student,ZO Crown Bank Inc.,"2F Cabbage Residences, 9396 Dunn Boulevard, Dasmariñas, 5020 Cebu",LOA,33:39.8,33:39.8,
,4252,C00-1208,College,2019-2020,2nd,Main,1st year,ACT,old student,,,approved,33:39.8,33:39.8,
,4253,C00-1208,College,2020-2021,1st,Main,2nd year,ACT,old student,,,enrolled,33:39.8,33:39.8,
,4254,C00-1209,College,2021-2022,1st,Main,1st year,ACT,new student,Eastern Company Corporation,"Block 25 Lot 17 Kanlaon Village Phase 5, 72nd Road Extension, Mallig, 4037 Aurora",dismissed,33:39.8,33:39.8,
,4255,C00-1209,College,2021-2022,2nd,Main,1st year,ACT,old student,,,enrolled,33:39.8,33:39.8,
,4256,C00-1209,College,2022-2023,1st,Main,2nd year,ACT,old student,,,enrolled,33:39.8,33:39.8,
,4257,C00-1210,College,2022-2023,1st,Main,1st year,BSTM,new student,KJV Empire Dragon Resources Inc.,"Block 22 Lot 67 Taurus Cove, Virgo Road, Maydolong, 2241 Isabela",enrolled,33:39.8,33:39.8,
,4258,C00-1210,College,2022-2023,2nd,Main,1st year,BSTM,old student,,,enrolled,33:39.8,33:39.8,
,4259,C00-1210,College,2023-2024,1st,Main,2nd year,BSTM,old student,,,approved,33:39.8,33:39.8,
,4260,C00-1210,College,2023-2024,2nd,Main,2nd year,BSTM,old student,,,failed,33:39.8,33:39.8,
,4261,C00-1211,SHS,2021-2022,1st,Uno,grade 11,HE,new student,Moore Company Inc.,"Unit 1501 Iriga Residences, 6407 Taurus Drive, Manila, 0973 Metro Manila",onhold,33:39.8,33:39.8,
,4262,C00-1211,SHS,2021-2022,2nd,Main,grade 11,HE,old student,,,enrolled,33:39.8,33:39.8,
,4263,C00-1211,SHS,2022-2023,1st,Uno,grade 12,HE,old student,,,enrolled,33:39.8,33:39.8,
,4264,C00-1212,SHS,2020-2021,1st,Uno,grade 11,STEM,new student,MA Star City Technologies Inc.,"2603 Unit H Virgo Street, Maramag, 3219 Palawan",enrolled,33:39.8,33:39.8,
,4265,C00-1212,SHS,2020-2021,2nd,Main,grade 11,STEM,old student,,,cancelled,33:39.8,33:39.8,
,4266,C00-1213,College,2020-2021,1st,Main,1st year,BSCS,new student,TENW Holdings Corporation,"1116C Apo Drive, Binalbagan, 6077 Biliran",dropped,33:39.8,33:39.8,
,4267,C00-1214,College,2020-2021,1st,Main,1st year,BSCRIM,new student,Allied Manufacturing Inc.,"1268 Topaz Street, Aroroy, 8436 Davao Oriental",completed,33:39.8,33:39.8,
,4268,C00-1214,College,2020-2021,2nd,Main,1st year,BSCRIM,old student,,,approved,33:39.8,33:39.8,
,4269,C00-1214,College,2021-2022,1st,Main,2nd year,BSCRIM,old student,,,enrolled,33:39.8,33:39.8,
,4270,C00-1214,College,2021-2022,2nd,Main,2nd year,BSCRIM,old student,,,onhold,33:39.8,33:39.8,
,4271,C00-1214,College,2022-2023,1st,Main,3rd year,BSCRIM,old student,,,enrolled,33:39.8,33:39.8,
,4272,C00-1214,College,2022-2023,2nd,Main,3rd year,BSCRIM,old student,,,cancelled,33:39.8,33:39.8,
,4273,C00-1215,College,2021-2022,1st,Main,1st year,BSENTREP,new student,First Group Inc.,"3049 Unit G Morris Street, Columbio, 9763 Misamis Occidental",enrolled,33:39.8,33:39.8,
,4274,C00-1215,College,2021-2022,2nd,Main,1st year,BSENTREP,old student,,,completed,33:39.8,33:39.8,
,4275,C00-1215,College,2022-2023,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:39.8,33:39.8,
,4276,C00-1215,College,2022-2023,2nd,Main,2nd year,BSENTREP,old student,,,approved,33:39.8,33:39.8,
,4277,C00-1215,College,2023-2024,1st,Main,3rd year,BSENTREP,old student,,,cancelled,33:39.8,33:39.8,
,4278,C00-1216,SHS,2019-2020,1st,Uno,grade 11,STEM,new student,First Genesis Sun Resorts Inc.,"1982 Sineguelas Road, Sabtang, 2652 Masbate",enrolled,33:39.8,33:39.8,
,4279,C00-1216,SHS,2019-2020,2nd,Uno,grade 11,STEM,old student,,,enrolled,33:39.8,33:39.8,
,4280,C00-1216,SHS,2020-2021,1st,Main,grade 12,STEM,old student,,,enrolled,33:39.8,33:39.8,
,4281,C00-1217,SHS,2021-2022,1st,Uno,grade 11,STEM,new student,XDBP Mining Corporation,"B19 L68 Antares Drive, Choi Estates 4, Biñan, 6068 Eastern Samar",enrolled,33:39.8,33:39.8,
,4282,C00-1217,SHS,2021-2022,2nd,Main,grade 11,STEM,old student,,,approved,33:39.8,33:39.8,
,4283,C00-1217,SHS,2022-2023,1st,Uno,grade 12,STEM,old student,,,enrolled,33:39.8,33:39.8,
,4284,C00-1218,College,2019-2020,1st,Main,1st year,BSIS,new student,Warren Hotel Inc.,"2440 21st Road, Molave, 5161 Camarines Norte",enrolled,33:39.8,33:39.8,
,4285,C00-1218,College,2019-2020,2nd,Main,1st year,BSIS,old student,,,enrolled,33:39.8,33:39.8,
,4286,C00-1218,College,2020-2021,1st,Main,2nd year,BSIS,old student,,,enrolled,33:39.8,33:39.8,
,4287,C00-1218,College,2020-2021,2nd,Main,2nd year,BSIS,old student,,,suspended,33:39.8,33:39.8,
,4288,C00-1218,College,2021-2022,1st,Main,3rd year,BSIS,old student,,,enrolled,33:39.8,33:39.8,
,4289,C00-1218,College,2021-2022,2nd,Main,3rd year,BSIS,old student,,,enrolled,33:39.8,33:39.8,
,4290,C00-1218,College,2022-2023,1st,Main,4th year,BSIS,old student,,,enrolled,33:39.8,33:39.8,
,4291,C00-1219,College,2020-2021,1st,Main,1st year,BSENTREP,new student,Triple Equities Corporation,"B08 L77 Stafford Street, Pisces Subdivision 4, Isulan, 2694 Kalinga",dropped,33:39.8,33:39.8,
,4292,C00-1220,College,2019-2020,1st,Main,1st year,BSTM,new student,HUUJ Shipping Inc.,"Block 05 Lot 88 Rowe Boulevard, Jasper Grove Phase 9, Panglao, 8685 Agusan del Norte",enrolled,33:39.8,33:39.8,
,4293,C00-1220,College,2019-2020,2nd,Main,1st year,BSTM,old student,,,failed,33:39.8,33:39.8,
,4294,C00-1221,SHS,2021-2022,1st,Main,grade 11,ICT,new student,Eastern Properties Corporation,"6080 Robinson Extension, Kamias Estates 1, Caramoan, 6379 Negros Occidental",deferred,33:39.8,33:39.8,
,4295,C00-1221,SHS,2021-2022,2nd,Main,grade 11,ICT,old student,,,enrolled,33:39.8,33:39.8,
,4296,C00-1221,SHS,2022-2023,1st,Uno,grade 12,ICT,old student,,,enrolled,33:39.8,33:39.8,
,4297,C00-1222,SHS,2019-2020,1st,Main,grade 11,ICT,new student,LKJQ Foods Inc.,"7224 Pinatubo Drive, Alcoy, 9725 Surigao del Sur",enrolled,33:39.8,33:39.8,
,4298,C00-1222,SHS,2019-2020,2nd,Main,grade 11,ICT,old student,,,enrolled,33:39.8,33:39.8,
,4299,C00-1222,SHS,2020-2021,1st,Main,grade 12,ICT,old student,,,completed,33:39.8,33:39.8,
,4300,C00-1223,SHS,2021-2022,1st,Main,grade 11,ABM,new student,Grand Millennium Morning Bank Corporation,"Block 22 Lot 78 Collins Subdivision, Cresta Road, Jose Panganiban, 7495 Agusan del Sur",enrolled,33:39.8,33:39.8,
,4301,C00-1223,SHS,2021-2022,2nd,Uno,grade 11,ABM,old student,,,enrolled,33:39.8,33:39.8,
,4302,C00-1223,SHS,2022-2023,1st,Uno,grade 12,ABM,old student,,,enrolled,33:39.8,33:39.8,
,4303,C00-1224,College,2019-2020,1st,Main,1st year,BTVTED,new student,UG Services Corporation,"738H 44th Avenue Extension, Aliaga, 9658 Davao del Sur",deferred,33:39.8,33:39.8,
,4304,C00-1224,College,2019-2020,2nd,Main,1st year,BTVTED,old student,,,enrolled,33:39.8,33:39.8,
,4305,C00-1224,College,2020-2021,1st,Main,2nd year,BTVTED,old student,,,enrolled,33:39.8,33:39.8,
,4306,C00-1224,College,2020-2021,2nd,Main,2nd year,BTVTED,old student,,,onhold,33:39.8,33:39.8,
,4307,C00-1224,College,2021-2022,1st,Main,3rd year,BTVTED,old student,,,enrolled,33:39.8,33:39.8,
,4308,C00-1224,College,2021-2022,2nd,Main,3rd year,BTVTED,old student,,,enrolled,33:39.8,33:39.8,
,4309,C00-1224,College,2022-2023,1st,Main,4th year,BTVTED,old student,,,enrolled,33:39.8,33:39.8,
,4310,C00-1225,SHS,2020-2021,1st,Main,grade 11,ICT,new student,Double World Enterprise Inc.,"525 C Fletcher Avenue, Malita, 8109 Sarangani",completed,33:39.8,33:39.8,
,4311,C00-1225,SHS,2020-2021,2nd,Main,grade 11,ICT,old student,,,failed,33:39.8,33:39.8,
,4312,C00-1226,College,2021-2022,1st,Main,1st year,BSENTREP,new student,YI Genesis State Company Corporation,"39th Floor Balete Suites Tower 1, 9533 Capricorn Avenue, Valencia, 9638 Zamboanga del Sur",cancelled,33:39.8,33:39.8,
,4313,C00-1227,College,2021-2022,1st,Main,1st year,BSTM,new student,National Electricity Corporation of the Philippines,"538-G 38th Drive, Kapangan, 2402 Pampanga",enrolled,33:39.8,33:39.8,
,4314,C00-1227,College,2021-2022,2nd,Main,1st year,BSTM,old student,,,enrolled,33:39.8,33:39.8,
,4315,C00-1227,College,2022-2023,1st,Main,2nd year,BSTM,old student,,,enrolled,33:39.8,33:39.8,
,4316,C00-1227,College,2022-2023,2nd,Main,2nd year,BSTM,old student,,,approved,33:39.8,33:39.8,
,4317,C00-1227,College,2023-2024,1st,Main,3rd year,BSTM,old student,,,cancelled,33:39.8,33:39.8,
,4318,C00-1228,SHS,2021-2022,1st,Uno,grade 11,STEM,new student,Oriental Silver Morning Banking Inc.,"4512 Kaimito Street, Batino Homes 9, Barili, 2183 Catanduanes",approved,33:39.8,33:39.8,
,4319,C00-1228,SHS,2021-2022,2nd,Main,grade 11,STEM,old student,,,enrolled,33:39.8,33:39.8,
,4320,C00-1228,SHS,2022-2023,1st,Uno,grade 12,STEM,old student,,,enrolled,33:39.8,33:39.8,
,4321,C00-1229,SHS,2021-2022,1st,Uno,grade 11,STEM,new student,Eastern Development Corporation,"1659 Jade Road Extension, Maydolong, 2911 Kalinga",failed,33:39.8,33:39.8,
,4322,C00-1230,College,2021-2022,1st,Main,1st year,BSENTREP,new student,Far Sun Capital Inc.,"Unit 3125 Oleander Suites 1, 6080 Powell Boulevard, Dingras, 5561 Batanes",enrolled,33:39.8,33:39.8,
,4323,C00-1230,College,2021-2022,2nd,Main,1st year,BSENTREP,old student,,,completed,33:39.8,33:39.8,
,4324,C00-1230,College,2022-2023,1st,Main,2nd year,BSENTREP,old student,,,dropped,33:39.8,33:39.8,
,4325,C00-1231,College,2020-2021,1st,Main,1st year,BSCRIM,new student,Southern Enterprise Limited,"3924-J 23rd Avenue, Las Piñas, 1539 Metro Manila",completed,33:39.8,33:39.8,
,4326,C00-1231,College,2020-2021,2nd,Main,1st year,BSCRIM,old student,,,onhold,33:39.8,33:39.8,
,4327,C00-1231,College,2021-2022,1st,Main,2nd year,BSCRIM,old student,,,completed,33:39.8,33:39.8,
,4328,C00-1231,College,2021-2022,2nd,Main,2nd year,BSCRIM,old student,,,transferred,33:39.8,33:39.8,
,4329,C00-1231,College,2022-2023,1st,Main,3rd year,BSCRIM,old student,,,enrolled,33:39.8,33:39.8,
,4330,C00-1231,College,2022-2023,2nd,Main,3rd year,BSCRIM,old student,,,enrolled,33:39.8,33:39.8,
,4331,C00-1231,College,2023-2024,1st,Main,4th year,BSCRIM,old student,,,failed,33:39.8,33:39.8,
,4332,C00-1232,SHS,2019-2020,1st,Uno,grade 11,IA,new student,DEPU Resorts Inc.,"455 I Banahaw Road Extension, Muntinlupa, 1720 Metro Manila",enrolled,33:39.8,33:39.8,
,4333,C00-1232,SHS,2019-2020,2nd,Main,grade 11,IA,old student,,,approved,33:39.8,33:39.8,
,4334,C00-1232,SHS,2020-2021,1st,Uno,grade 12,IA,old student,,,approved,33:39.8,33:39.8,
,4335,C00-1233,SHS,2020-2021,1st,Main,grade 11,IA,new student,RDBL Star Resources Corporation,"B10 L47 Hydra Village Phase 6, 58th Expressway, Antequera, 5565 Albay",enrolled,33:39.8,33:39.8,
,4336,C00-1233,SHS,2020-2021,2nd,Main,grade 11,IA,old student,,,onhold,33:39.8,33:39.8,
,4337,C00-1233,SHS,2021-2022,1st,Uno,grade 12,IA,old student,,,onhold,33:39.8,33:39.8,
,4338,C00-1234,College,2022-2023,1st,Main,1st year,BSCRIM,new student,Filipino Silver Empire Capital Inc.,"Block 05 Lot 10 Lumbayao Subdivision, Jasper Street, Amulung, 2912 Bataan",enrolled,33:39.8,33:39.8,
,4339,C00-1234,College,2022-2023,2nd,Main,1st year,BSCRIM,old student,,,enrolled,33:39.8,33:39.8,
,4340,C00-1234,College,2023-2024,1st,Main,2nd year,BSCRIM,old student,,,enrolled,33:39.8,33:39.8,
,4341,C00-1234,College,2023-2024,2nd,Main,2nd year,BSCRIM,old student,,,dropped,33:39.8,33:39.8,
,4342,C00-1235,College,2019-2020,1st,Main,1st year,BSIS,new student,Anderson Manufacturing Inc.,"9839 Opal Extension, Corella, 1883 Catanduanes",enrolled,33:39.8,33:39.8,
,4343,C00-1235,College,2019-2020,2nd,Main,1st year,BSIS,old student,,,enrolled,33:39.8,33:39.8,
,4344,C00-1235,College,2020-2021,1st,Main,2nd year,BSIS,old student,,,onhold,33:39.8,33:39.8,
,4345,C00-1235,College,2020-2021,2nd,Main,2nd year,BSIS,old student,,,enrolled,33:39.8,33:39.8,
,4346,C00-1235,College,2021-2022,1st,Main,3rd year,BSIS,old student,,,transferred,33:39.8,33:39.8,
,4347,C00-1235,College,2021-2022,2nd,Main,3rd year,BSIS,old student,,,enrolled,33:39.8,33:39.8,
,4348,C00-1235,College,2022-2023,1st,Main,4th year,BSIS,old student,,,failed,33:39.8,33:39.8,
,4349,C00-1236,College,2020-2021,1st,Main,1st year,BSENTREP,new student,Simmons City Group Inc.,"3704 Unit H 57th Extension, Kalingalan Caluang, 7032 Lanao del Norte",enrolled,33:39.8,33:39.8,
,4350,C00-1236,College,2020-2021,2nd,Main,1st year,BSENTREP,old student,,,suspended,33:39.8,33:39.8,
,4351,C00-1236,College,2021-2022,1st,Main,2nd year,BSENTREP,old student,,,enrolled,33:39.8,33:39.8,
,4352,C00-1236,College,2021-2022,2nd,Main,2nd year,BSENTREP,old student,,,cancelled,33:39.8,33:39.8,
,4353,C00-1237,SHS,2021-2022,1st,Uno,grade 11,ICT,new student,Great Millennium Resorts Inc.,"B02 L69 45th Avenue, Tamarind Homes Phase 6, Palanan, 8722 Bukidnon",dismissed,33:39.8,33:39.8,
,4354,C00-1237,SHS,2021-2022,2nd,Main,grade 11,ICT,old student,,,enrolled,33:39.8,33:39.8,
,4355,C00-1237,SHS,2022-2023,1st,Main,grade 12,ICT,old student,,,enrolled,33:39.8,33:39.8,
,4356,C00-1238,College,2021-2022,1st,Main,1st year,BSCS,new student,White Solutions Inc.,"6758 Sapphire Boulevard Extension, Bagtikan Cove 9, Mainit, 2702 Laguna",enrolled,33:39.8,33:39.8,
,4357,C00-1238,College,2021-2022,2nd,Main,1st year,BSCS,old student,,,dropped,33:39.8,33:39.8,
,4358,C00-1239,College,2019-2020,1st,Main,1st year,BSCS,new student,DC Century Morning Solutions Inc.,"B21 L55 Kelly Homes, Atis Road Extension, Trece Martires, 5294 Camarines Norte",enrolled,33:39.8,33:39.8,
,4359,C00-1239,College,2019-2020,2nd,Main,1st year,BSCS,old student,,,failed,33:39.8,33:39.8,
,4360,C00-1240,SHS,2021-2022,1st,Uno,grade 11,ICT,new student,Northern Crown Liberty Enterprise Inc.,"Block 12 Lot 55 Boyer Street, Craig Grove, Bolinao, 6444 Bohol",enrolled,33:39.8,33:39.8,
,4361,C00-1240,SHS,2021-2022,2nd,Uno,grade 11,ICT,old student,,,onhold,33:39.8,33:39.8,
,4362,C00-1240,SHS,2022-2023,1st,Uno,grade 12,ICT,old student,,,enrolled,33:39.8,33:39.8,
,4363,C00-1241,SHS,2021-2022,1st,Uno,grade 11,HUMSS,new student,XA Liberty Construction Inc.,"2076 Intsia Road, Las Piñas, 1546 Metro Manila",enrolled,33:39.8,33:39.8,
,4364,C00-1241,SHS,2021-2022,2nd,Main,grade 11,HUMSS,old student,,,completed,33:39.8,33:39.8,
,4365,C00-1241,SHS,2022-2023,1st,Main,grade 12,HUMSS,old student,,,enrolled,33:39.8,33:39.8,
,4366,C00-1242,SHS,2022-2023,1st,Uno,grade 11,IA,new student,QE Capital Inc.,"Block 25 Lot 51 Sagittarius Homes 1, Banaba Avenue Extension, Santa Ignacia, 8692 Zamboanga Sibugay",completed,33:39.8,33:39.8,
,4367,C00-1242,SHS,2022-2023,2nd,Main,grade 11,IA,old student,,,enrolled,33:39.8,33:39.8,
,4368,C00-1242,SHS,2023-2024,1st,Main,grade 12,IA,old student,,,enrolled,33:39.8,33:39.8,
,4369,C00-1243,College,2019-2020,1st,Main,1st year,BTVTED,new student,Wright Silver Group Inc.,"Block 21 Lot 97 Adams Road, Osborne Grove 3, Liliw, 2038 Laguna",enrolled,33:39.8,33:39.8,
,4370,C00-1243,College,2019-2020,2nd,Main,1st year,BTVTED,old student,,,enrolled,33:39.8,33:39.8,
,4371,C00-1243,College,2020-2021,1st,Main,2nd year,BTVTED,old student,,,enrolled,33:39.8,33:39.8,
,4372,C00-1243,College,2020-2021,2nd,Main,2nd year,BTVTED,old student,,,completed,33:39.8,33:39.8,
,4373,C00-1243,College,2021-2022,1st,Main,3rd year,BTVTED,old student,,,suspended,33:39.8,33:39.8,
,4374,C00-1243,College,2021-2022,2nd,Main,3rd year,BTVTED,old student,,,completed,33:39.8,33:39.8,
,4375,C00-1243,College,2022-2023,1st,Main,4th year,BTVTED,old student,,,enrolled,33:39.8,33:39.8,
,4376,C00-1244,College,2019-2020,1st,Main,1st year,ACT,new student,Mega Morning Bank Corporation,"1428-C Libra Road Extension, Allen, 3636 Cavite",approved,33:39.8,33:39.8,
,4377,C00-1244,College,2019-2020,2nd,Main,1st year,ACT,old student,,,enrolled,33:39.8,33:39.8,
,4378,C00-1244,College,2020-2021,1st,Main,2nd year,ACT,old student,,,enrolled,33:39.8,33:39.8,
,4379,C00-1245,SHS,2021-2022,1st,Main,grade 11,HUMSS,new student,Triple Gold City Holdings Inc.,"Block 05 Lot 99 Batino Estates 2, Cordillera Road Extension, Llanera, 3820 Nueva Vizcaya",enrolled,33:39.8,33:39.8,
,4380,C00-1245,SHS,2021-2022,2nd,Uno,grade 11,HUMSS,old student,,,enrolled,33:39.8,33:39.8,
,4381,C00-1245,SHS,2022-2023,1st,Main,grade 12,HUMSS,old student,,,onhold,33:39.8,33:39.8,
,4382,C00-1246,SHS,2020-2021,1st,Uno,grade 11,STEM,new student,DMGR State World Development Corporation,"4094 Jupiter Street, Sunstone Homes Phase 7, Kadingilan, 3969 Quezon",onhold,33:39.8,33:39.8,
,4383,C00-1246,SHS,2020-2021,2nd,Main,grade 11,STEM,old student,,,enrolled,33:39.8,33:39.8,
,4384,C00-1246,SHS,2021-2022,1st,Uno,grade 12,STEM,old student,,,enrolled,33:39.8,33:39.8,
,4385,C00-1247,College,2020-2021,1st,Main,1st year,BSENTREP,new student,QIW Genesis State Services Corporation,"6069 Libra Expressway, Carter Subdivision 9, Alfonso, 7341 South Cotabato",enrolled,33:39.8,33:39.8,
,4386,C00-1247,College,2020-2021,2nd,Main,1st year,BSENTREP,old student,,,transferred,33:39.8,33:39.8,
,4387,C00-1247,College,2021-2022,1st,Main,2nd year,BSENTREP,old student,,,transferred,33:39.8,33:39.8,
,4388,C00-1247,College,2021-2022,2nd,Main,2nd year,BSENTREP,old student,,,enrolled,33:39.8,33:39.8,
,4389,C00-1247,College,2022-2023,1st,Main,3rd year,BSENTREP,old student,,,enrolled,33:39.8,33:39.8,
,4390,C00-1247,College,2022-2023,2nd,Main,3rd year,BSENTREP,old student,,,approved,33:39.8,33:39.8,
,4391,C00-1247,College,2023-2024,1st,Main,4th year,BSENTREP,old student,,,enrolled,33:39.8,33:39.8,
,4392,C00-1248,SHS,2019-2020,1st,Main,grade 11,ABM,new student,National Coconut Corporation of the Philippines,"Block 24 Lot 31 Banaba Avenue, Comet Cove 5, Camaligan, 2801 Palawan",deferred,33:39.8,33:39.8,
,4393,C00-1248,SHS,2019-2020,2nd,Uno,grade 11,ABM,old student,,,enrolled,33:39.8,33:39.8,
,4394,C00-1248,SHS,2020-2021,1st,Main,grade 12,ABM,old student,,,dismissed,33:39.8,33:39.8,
,4395,C00-1249,College,2021-2022,1st,Main,1st year,BTVTED,new student,Allied Construction Corporation,"B15 L15 4th Avenue, Kamagong Grove 6, Muntinlupa, 1083 Metro Manila",enrolled,33:39.8,33:39.8,
,4396,C00-1249,College,2021-2022,2nd,Main,1st year,BTVTED,old student,,,enrolled,33:39.8,33:39.8,
,4397,C00-1249,College,2022-2023,1st,Main,2nd year,BTVTED,old student,,,approved,33:39.8,33:39.8,
,4398,C00-1249,College,2022-2023,2nd,Main,2nd year,BTVTED,old student,,,enrolled,33:39.8,33:39.8,
,4399,C00-1249,College,2023-2024,1st,Main,3rd year,BTVTED,old student,,,enrolled,33:39.8,33:39.8,
,4400,C00-1249,College,2023-2024,2nd,Main,3rd year,BTVTED,old student,,,cancelled,33:39.8,33:39.8,
,4401,C00-1250,SHS,2019-2020,1st,Main,grade 11,ABM,new student,Burke Banking Inc.,"3250 Sapphire Street, Nasipit, 3619 Ifugao",completed,33:39.8,33:39.8,
,4402,C00-1250,SHS,2019-2020,2nd,Main,grade 11,ABM,old student,,,completed,33:39.8,33:39.8,
,4403,C00-1250,SHS,2020-2021,1st,Uno,grade 12,ABM,old student,,,onhold,33:39.8,33:39.8,
